sample,H3N3,H3N3F1,H3N4,H3N4F1,H3N5,H3N5F1,H4N2,H4N3,H4N3S1,H4N3F1,H4N3F1S1,H4N4,H4N4S1,H4N4F1,H4N4F1S1,H4N5,H4N5S1,H4N5F1,H4N5F1S1,H5N2,H5N3,H5N3S1,H5N3F1S1,H5N4,H5N4S1,H5N4S2,H5N4F1,H5N4F1S1,H5N4F1S2,H5N4F2,H5N4F2S1,H5N5,H5N5S1,H5N5S2,H5N5F1,H5N5F1S1,H5N5F1S2,H6N2,H6N3,H6N3S1,H6N3F1S1,H6N4S1,H6N4S2,H6N5,H6N5S1,H6N5S2,H6N5S3,H6N5F1S1,H6N5F1S2,H6N5F1S3,H6N5F2S3,H6N6F1S1,H6N6F1S2,H7N2,H7N6S1,H7N6S2,H7N6S3,H7N6S4,H7N6F1S2,H7N6F1S3,H7N6F1S4,H8N2,H9N2
S276,6.47048958898639e-4,4.827194952154394e-4,0.00099833958524240575,0.015275308316645917,0.003790971306801556,0.002862354149380225,1.3478499476743622e-4,6.846177305447597e-4,0.004744007020706645,4.4971686086417765e-4,0.0014474770327767672,0.0020482294027541954,0.00617975600241395,0.017955594132122756,0.005289325929475891,0.003548863789700204,0.006788718632104339,0.005746347527621048,0.00612806738733884,0.002685642397377542,3.903396935311589e-4,0.0031637518518172515,0.0010099036024141864,0.003150420390385577,0.059752084312501536,0.3710959703462658,0.008221175407760234,0.038808524865555694,0.07921105873633959,4.5216032014673866e-4,0.0015430307559345733,0.0018657657642442683,0.012890837072617926,0.008242779143649107,0.0036755767682370216,0.020541577728117426,0.04172445512267736,0.0036171809834397136,3.2005186830090797e-4,0.0029538148796637745,9.020756917236969e-4,0.0024982643604016686,0.003187125594471073,0.001221500836274518,0.0054215126209473065,0.009470916243023292,0.054961968450350306,0.005496121528241389,0.015807082223393335,0.10076036014866496,0.0059776304878562,0.0011860606259444715,0.0026933856507344914,0.0015785421550408999,0.0013112381359639132,0.0024154657205123957,0.0024718584208827023,0.0039001012333840903,0.004056579919739144,0.006166895546295292,0.010033975037392064,0.0031886466854595353,0.00477434241695072
S278,4.8771968113667306e-4,4.953154848435281e-4,7.391695813202665e-4,0.01033393015456124,0.0010166016873281315,0.0027259548772225355,1.3573274126801283e-4,6.936478231238472e-4,0.004496237699233472,5.274643276741183e-4,9.13660300133201e-4,0.00356688862143802,0.003944433851387143,0.025828443915027907,0.0039958247743379464,0.0020235304220313603,0.002161025296879262,0.006461428799329855,0.0038508450088061306,0.0034412220938063866,6.47928976623017e-4,0.0021599682740796296,0.004146081023289091,0.006395014797458777,0.06383527571080229,0.5007436753155904,0.021604426463463302,0.034613610682940325,0.04147292983212856,6.786637063400641e-5,9.785541926871056e-4,0.0027548802184738284,0.017127412094124755,0.0031099751350797573,0.004443406930110525,0.018196204900606156,0.018765691733464,0.006622522590674054,6.133424615526957e-4,0.002239295605142278,4.2636614726543635e-4,0.004203821823704669,0.003694505635800966,0.001812945665974207,0.01072925752489365,0.013743346399456055,0.0762594547723821,0.0031044692990587876,0.004097555973120289,0.02315176234243175,7.971066846022157e-4,7.043483979988933e-4,6.752105225451739e-4,0.002525475881253089,4.488576930341339e-4,0.0025920771066600453,0.0025624946762848886,0.0035528140238370145,8.556831560885699e-4,7.934051946587965e-4,0.0013856291551814755,0.0054218670775629295,0.008084404396391255
S279,4.7902954051299754e-4,5.36997196827218e-4,9.694354079978429e-4,0.026412612453748395,0.0023535775107335318,0.004659734822007758,1.4695529831458505e-4,6.553612192397022e-4,0.00374600160762963,5.679981754067911e-4,0.0020121564332205503,0.002858084453153905,0.004016533045857588,0.03087840702465441,0.0044168922603922,0.00337270798435897,0.004604394498916358,0.009556702884345618,0.00644337795319175,0.006015280988906505,7.126471274867478e-4,0.003192011735037938,0.0033816439649499916,0.00401252722261963,0.051928855737544966,0.3759742967220806,0.011604207658288858,0.04156745552202604,0.058628437580042325,7.347764915729252e-5,0.001530600973711038,0.003077743472443549,0.018169042749394654,0.0028658478842526025,0.006555104308534725,0.029398999760172108,0.025076105385146395,0.00927934294274087,6.677175552753049e-4,0.003266817371765794,0.0013220085358401918,7.347764915729252e-5,0.0023842482111071685,0.0010473835516299364,0.005231485241975119,0.008712629692690472,0.04928450274181003,0.0038294239230521948,0.01105297955325728,0.09373019533295494,0.00730249860383885,0.00111679541923018,0.005288908792655424,0.003950882402785183,7.347764915729252e-5,0.003361931851605507,0.0022939644140007954,0.0034968235518829365,0.002964514129810649,0.0045571328171748375,0.008468547131434434,0.007984159528802102,0.006806905192059431
S28,5.650893567954171e-4,6.207120534138497e-4,6.267953297195215e-4,0.011619234954183688,0.0011314469310049486,0.0021672780699018277,1.1314500863747711e-4,7.179009294740463e-4,0.004965850152485614,6.419876801194621e-4,9.095613413810363e-4,0.0025865090236912185,0.004411137725126377,0.03606423757149972,0.002568031403398631,0.002272848408711072,0.0025085993340301337,0.007267536523871092,5.657250431873856e-5,0.0033955954753255007,4.718575771943407e-4,0.0022878577909644575,8.742495867930989e-4,0.005193656902258713,0.08057830956108726,0.5028994679794557,0.03698689848940687,0.041335693016676237,0.057847964940324285,4.753637449260153e-4,0.0010678525868982574,0.0022369713738417726,0.014377170567192241,0.0022225690925078184,0.004864835836756161,0.014091087233780063,0.019163641552092242,0.005210582107300981,4.940471243192421e-4,0.0020841667171416656,3.6239984933973717e-4,5.657250431873856e-5,0.001165844087382683,4.414807275788147e-4,0.00418499153262325,0.008622653824567287,0.06137294009669302,0.002440835208291194,0.0031571009659782526,0.01797399856061495,4.8555642875158057e-4,3.185404091498185e-4,3.866422083429401e-4,0.001867061967893744,5.657250431873856e-5,0.0010836209940391463,0.0015898142190854002,0.0026218674733808314,4.202571831211484e-4,5.231098627088963e-4,9.627457723959278e-4,0.003942224381426872,0.005988855679990141
S280,9.451239423083237e-4,6.972643315191631e-4,0.001335283628325798,0.01591846021855308,0.0014240408729683258,0.00360123373773039,2.026520296356237e-4,0.0011643156940453767,0.007036681187546095,7.058494946038373e-4,1.0132601481781185e-4,0.005043899619890327,0.006185232351718805,0.027475736690591453,0.0035282093822484656,0.0023927250072312643,0.002122096589906618,0.006923743296887472,0.003983282740273038,0.004752162319587557,8.275817025427093e-4,0.0029063369852778587,0.0011530025986313654,0.007010526346867465,0.07643831423515411,0.4750336398407905,0.018314009431298003,0.03496086286184224,0.048720799844820854,7.139748187061063e-4,0.0015843530474959032,0.0024833641484305964,0.013592719862430736,0.0027608316816985132,0.0053885793299110205,0.017719178565307168,0.013496098733580536,0.006861177504377264,9.208027949508519e-4,0.0032177492972698114,5.158257240627541e-4,0.002598482134784204,0.0021397304574626557,0.0012106779231494888,0.006442806347872284,0.012546721037613348,0.05907391935136968,0.0035482898733107623,0.006483318115520596,0.04181850286527891,0.0023839818473034903,5.937053842534433e-4,0.0013240380891444605,0.00265222645974331,4.4196026014278283e-4,0.0023167159136933723,0.0025727303100532843,0.003645498493937055,0.001216771371204686,0.0016375408343608229,0.002689283474585553,0.005192079244243862,0.0073119717051367316
S286,8.135212260689022e-5,8.632063872997909e-4,9.729612799128576e-4,0.02529190975564902,0.0017468540472707248,0.005190479782497182,1.6270424521378044e-4,0.0010327991434824152,0.005235583932243697,7.414375586558252e-4,0.0012157157663206606,0.003650900936779935,0.005216692592983223,0.05476006972629405,0.006503004063278273,0.0036246089856828687,0.0037814879648276124,0.011950873128166267,0.004542005467906113,0.00499643337982703,9.9710402507016e-4,0.0038164708928457992,0.0013215011237122088,0.006095145204652914,0.07260735941696221,0.4124303906149526,0.03222555856009335,0.05014512223727078,0.05862753097780242,8.08309891241028e-4,0.0016902353397399584,0.0029043171872979168,0.0158662601934482,0.002523263101109984,0.0065870335888471585,0.023071251100985637,0.025848256979985537,0.006915244120295205,9.345393034351568e-4,0.004356496759733975,9.390050494715858e-4,0.002610779774195865,0.0024362663660117906,7.249229754234603e-4,0.0046976541509947565,0.0076530805300478455,0.031896620039611516,0.004228123230916031,0.006848613250639913,0.03732336835847869,0.002422140077980705,5.831297269816131e-4,0.0010605935270939471,0.0029503198128753285,3.068475944193535e-4,0.0010467553165112312,0.0012609148158586666,0.001638955417653445,0.0011547004571414714,0.0014200386199370485,0.002236897492100503,0.005695531375232905,0.007532271154041845
S287,7.025555610178636e-4,6.122179202767456e-4,7.550548142732182e-4,0.014870349332045514,0.0012141126854365316,0.003214849512341775,1.709477228416022e-4,9.42076709243605e-4,0.005325244948790943,5.919635138240053e-4,9.322637740821827e-4,0.0027900968005711057,0.004565148057063521,0.032338127131598726,0.004668527209321211,0.0020867427009896226,0.0031574543631760215,0.007794660871725099,0.003972588514985147,0.0038885073152386297,7.182754496295064e-4,0.0028887045400310205,0.0013758001038013286,0.005051250705098638,0.06655245696583885,0.45273829628597667,0.019391900778420342,0.03465085802485493,0.045507067488363216,5.853200480423426e-4,0.001261199465322521,0.002260559178907929,0.015023686583646898,0.0031124787196229495,0.004554211184731189,0.01924065255183235,0.025172911721392285,0.0068979444319186255,7.008111370553447e-4,0.003434055027638485,8.54738614208011e-5,0.0029789571384904114,0.0025547409237763196,6.607844580499541e-4,0.0074391527563677255,0.013908795578057404,0.05993514466148874,0.0033810788841832826,0.008307250576128182,0.05230084563197137,0.0029740892511776747,5.962128134843333e-4,0.0016893574708147679,0.0027965140956616266,0.00172980311314104,0.003390727114165561,0.003261048295088007,0.004547191442412623,0.0018839382723889562,0.0025795430394448624,0.00424542106889323,0.00559914298617188,0.007442856716252761
S288,4.1330670334202726e-4,4.3006970853882743e-4,0.0010110838301118747,0.014485901062743169,8.709923037948229e-4,0.003354537028254209,1.074047150062477e-4,7.614156045266881e-4,0.003555729512573119,5.153045308426333e-4,9.139819587250908e-4,0.004825197019015511,0.003691785980510087,0.034904210709722217,0.00395141952222353,0.0023433306195299367,0.0017196657855834561,0.007880828644373596,0.003793331102914558,0.004841631798812447,0.0013407424614416468,0.003394479360147217,0.0014024050497404357,0.007143463519904973,0.06349995883375997,0.464810483912457,0.02435957269509379,0.040864366934886334,0.049694161453798694,5.894649698299439e-4,0.0015635325712028026,0.0027833720048465356,0.015074421214996123,0.0029050736490643845,0.0056898266832686485,0.02310888034000376,0.01555719159952671,0.008045093952440494,9.166782425125265e-4,0.003707020133512765,6.850116577069496e-4,5.370235750312385e-5,0.0031299243610283718,7.844794352327628e-4,0.005291490980468833,0.010776098555358595,0.08440371822983983,0.0031002026516435306,0.00356616898072801,0.023999268681310006,0.001077210468799575,4.108408234152894e-4,5.030564491275686e-4,0.002939688549146195,5.370235750312385e-5,0.0016198348869531187,0.0030396586902173717,0.006088841128956818,6.265555001304067e-4,8.120346562271813e-4,0.0018533351031141268,0.007049557887790176,0.007314299884220211
S290,5.93888237062025e-4,0.0017315656859116242,0.002494702443654231,0.09812679850794741,0.007831270731785136,0.020980179063283717,5.93888237062025e-4,0.0014042443313060475,0.002709565311564795,0.00118777647412405,0.002952899320538385,0.005634500532064631,0.003731365875194032,0.09058966823191661,0.008014101583658062,0.007768578975278017,0.006602960356963374,0.027688821361034843,0.010257252210086146,0.008423169337446815,0.0024473461685659897,0.005056021150021824,5.93888237062025e-4,0.007368815284102685,0.042167016443869866,0.21772959920271018,0.03969347436698891,0.05952383809454463,0.05737807411206239,5.93888237062025e-4,0.0016247520916579,0.004643441074372489,0.017842776807430606,0.0027841833289351265,0.014363245779834067,0.05187691923268202,0.03371086596726205,0.01224483271151759,0.0021840063063317526,0.006647209939560383,5.93888237062025e-4,0.004075038730284244,0.0018117937743158136,5.93888237062025e-4,0.004820092051830554,0.003699155805183985,0.018365262037940953,0.005428296524602483,0.008326923380375818,0.027331967276929357,0.0032463134020822987,5.93888237062025e-4,5.93888237062025e-4,0.007710261665688811,5.93888237062025e-4,5.93888237062025e-4,5.93888237062025e-4,5.93888237062025e-4,5.93888237062025e-4,5.93888237062025e-4,5.93888237062025e-4,0.012232896098889352,0.006627837299737634
S292,3.061209294790258e-4,7.050493065232906e-4,3.061209294790258e-4,0.009633643037183321,6.477120772293616e-4,0.0019257025813324798,3.061209294790258e-4,0.0011727877267990018,0.004151329457343367,6.122418589580516e-4,3.061209294790258e-4,0.002644708744385436,0.004575511939584263,0.03566723299248967,0.005692501572052688,0.0027973695630386713,0.0036476223530716233,0.005104909771145066,0.0029622393473806,0.0044414701489037915,0.0010935327467494723,0.004219172716772732,3.061209294790258e-4,0.0060706232773614175,0.08527617961427991,0.45650505734681446,0.029011668132754128,0.039378702044602275,0.06091541846657655,3.061209294790258e-4,0.0014735125163582038,0.004561929939338919,0.02202559083074464,0.0026166888750095286,0.003610115591298645,0.01269086064311885,0.015452938975832256,0.006818160489841908,0.0010940682273955253,0.010067076672336236,3.061209294790258e-4,3.061209294790258e-4,0.0021557534843605467,3.061209294790258e-4,0.006853337273340067,0.011307843956384709,0.05428066874940481,0.003412722894754737,0.00616958810875444,0.03429389738766676,0.002367134176115667,3.061209294790258e-4,3.061209294790258e-4,0.0033920990999257547,3.061209294790258e-4,0.0025552895634062527,0.0022309622077049144,0.003071502441485834,3.061209294790258e-4,0.0016895210334099615,3.061209294790258e-4,0.0055014132215288605,0.007169243804444039
S3,6.87446157698309e-4,7.379253801835656e-4,7.016313783983937e-4,0.015158399005374846,9.924242398676472e-4,0.0021743900239646814,1.8614531882114822e-4,8.093992179013605e-4,0.005764492380419903,7.447045938996137e-4,0.001648766868183473,0.002290200047492422,0.004481269642713737,0.03661571101690688,0.0034142529976143097,0.0018126951672230978,0.0022699863515502467,0.006428918032951163,0.003145759999503186,0.0049179010402973,6.599244100758146e-4,0.0023559244154551786,7.792771019192699e-4,0.0041010220800218695,0.0693986092786987,0.459779724569941,0.026909746699683604,0.04675253240270659,0.04864589241503933,3.2586992144266095e-4,9.202290229873628e-4,0.0016539565773149654,0.013000876149135247,0.0025060615190328,0.0062675283061545085,0.02999220216406991,0.022364234055968907,0.00701225879295444,4.799729202468975e-4,0.0023303919184223293,5.429565412594375e-4,9.307265941057411e-5,9.963031644430425e-4,5.759940968419927e-4,0.003965365569784998,0.010926888540242713,0.08957204915948934,0.002498246010092204,0.0027867343669111025,0.015604165278329678,4.1231510999792327e-4,3.2340222558117806e-4,4.5920341297150166e-4,0.003799655202356105,3.001632293531759e-4,0.0017301228819929355,0.0026382001424251665,0.0034305242557934198,4.4033690090288224e-4,5.694610519798218e-4,7.771069624497187e-4,0.008741746073583532,0.007597333581570939
S31,5.004031043848664e-4,6.619346634796731e-4,0.0010402117602016701,0.03554679711769296,0.00691738760613989,0.010290307243738115,1.7265285121613648e-4,6.347497376399376e-4,0.004416166083415539,5.631087946549024e-4,0.0012725814038714346,0.0023143709230754156,0.004847227623609039,0.040594898801989826,0.00541810500363962,0.0066667826610494006,0.0093773095993464,0.01854562048722319,0.008723076207602619,0.006590393859086395,6.134550463220185e-4,0.004194565445410933,8.142687874004374e-4,0.0037814471182562033,0.06265785007739119,0.35324437863957703,0.016999160828942997,0.05449168704227892,0.07195550792179002,8.632642560806824e-5,9.828989567726798e-4,0.0028056793922408563,0.021362185258065693,0.004294379843837805,0.009999268666795706,0.042676794042119055,0.053041680823576916,0.006434959580064994,7.251642121186022e-4,0.0038189231000682637,4.7440340811084913e-4,8.632642560806824e-5,0.0011887046425618122,5.580082579466609e-4,0.003169179814850786,0.00469647564828346,0.025504544505467647,0.00390687047447292,0.006933852149926388,0.04888815742444091,0.0027479979325659406,6.505337807850514e-4,0.001176432356461587,0.0025985507343290128,6.144887083134509e-4,8.104516548861551e-4,5.346668334189546e-4,6.478452416852623e-4,8.212445859678106e-4,9.82749499874468e-4,0.0015636322464500183,0.005007402191052232,0.006362814740845152
S314,4.0329854471320457e-4,9.014620830115477e-4,0.0015828230476304167,0.023628417009134584,0.0024579235529123738,0.004677011710707998,4.0329854471320457e-4,0.0011823677203356062,0.003631123427300786,8.065970894264091e-4,0.001593756189109302,0.003282162092925538,0.004173724648757664,0.04188662688832882,0.0054821305953652805,0.003932985812902869,0.004083047060884317,0.009207953775921996,0.004032230024168913,0.004894692473750256,0.0011261589666254086,0.002716705957474276,4.0329854471320457e-4,0.005837197237981115,0.06678483390075084,0.4654713637792431,0.020637046377196263,0.03494957796265113,0.034074615589903864,4.0329854471320457e-4,0.0015487811493867152,0.0038187286191469984,0.022108565228073425,0.0021535051208839157,0.006551158680064419,0.02446986577432968,0.021826803215429767,0.008594203279230264,0.0011061456170171323,0.013176795091458622,4.0329854471320457e-4,4.0329854471320457e-4,0.0016380533670179312,4.0329854471320457e-4,0.006267827986422031,0.011174104644329559,0.07199936269395145,0.0031444870906139778,0.003256047228869586,0.010868384555696548,4.0329854471320457e-4,4.0329854471320457e-4,4.0329854471320457e-4,0.004247238456388133,4.0329854471320457e-4,0.0022746436175969946,0.0025424484170887903,0.004063892523219096,4.0329854471320457e-4,4.0329854471320457e-4,4.0329854471320457e-4,0.0067101208319149145,0.007778122211484502
S315,8.084455781676282e-4,8.084455781676282e-4,0.0025458855338335476,0.02347768204494312,0.004722018111236481,0.006744422098358429,8.084455781676282e-4,0.001819147415542841,0.0034105683609093646,8.084455781676282e-4,0.0033305164336781515,0.0057230853750476806,0.003817242235153379,0.054735864640816055,0.009293533499188291,0.006033285649847557,0.005759506305585058,0.016990594170941523,0.007139200723104607,0.006674385693040171,0.0016168911563352564,0.0066874504009971315,8.084455781676282e-4,0.008545182532345841,0.057695057086336085,0.3160876043998917,0.037060457204916644,0.06264705939538684,0.057036599091632695,8.084455781676282e-4,0.002127037581161678,0.005087855634656016,0.02474950860037956,0.004454959972122715,0.010458566703807735,0.03128269617841362,0.03273571265141724,0.010697610399307576,8.084455781676282e-4,0.007205936802739259,8.084455781676282e-4,8.084455781676282e-4,0.0021112907207530137,8.084455781676282e-4,0.00897725074481796,0.00887308239338099,0.03368231835220876,0.00560572582396714,0.010098839482516114,0.029461037795897697,0.0025085603251678436,8.084455781676282e-4,8.084455781676282e-4,0.006507140711580102,8.084455781676282e-4,0.004148461850035273,0.0021747765585218453,0.002236758017832166,0.004263655029525878,0.002704834113991273,0.0056856275030105,0.011485922962450518,0.010571801015089966
S318,3.4825905298780204e-4,6.965181059756041e-4,9.553212832040281e-4,0.017202102175271714,0.0020847509730218916,0.004922572307284476,3.4825905298780204e-4,8.572400220187786e-4,0.0034182840550937336,3.4825905298780204e-4,0.0010698720906616053,0.0035805055752532867,0.0032061763011683917,0.034509787383906435,0.004882035037407308,0.003638467998514959,0.0048753879678264805,0.009631045145580984,0.004620348274253603,0.003556981708829989,8.062084990582676e-4,0.0025369479680459085,3.4825905298780204e-4,0.007294795690603309,0.04849058447579079,0.48067275966531015,0.02194591676585352,0.03181100116275082,0.04515047212226206,3.4825905298780204e-4,3.4825905298780204e-4,0.003374569796508551,0.023959880785937776,0.0027850268855878677,0.005360228742361304,0.016550640103896116,0.024208765221632227,0.0073647322159300565,0.001007776671234939,0.008461477123659102,3.4825905298780204e-4,3.4825905298780204e-4,0.0044733302360972305,3.4825905298780204e-4,0.006114051220639683,0.01029993376219623,0.07609791402541215,0.0027550294601441532,0.0035896768629315135,0.02177842701929818,0.0011102294983650002,3.4825905298780204e-4,3.4825905298780204e-4,0.002990560393428042,3.4825905298780204e-4,0.0018878553076369577,0.003664126201720403,0.008098964248617484,3.4825905298780204e-4,0.0012658307973390092,0.0028712102228998716,0.005969485850796629,0.0070168269019399345
S320,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,0.015004508346829043,7.413852050553305e-4,0.004009669004350578,7.413852050553305e-4,7.413852050553305e-4,0.004645899670921322,7.413852050553305e-4,7.413852050553305e-4,0.003735537133580077,0.004195930036105104,0.03389229048516889,0.011975649989735533,0.00461123980057322,0.006250789740598611,0.008025178116555266,7.413852050553305e-4,0.004537666191644987,0.001482770410110661,0.008758720551394183,7.413852050553305e-4,0.008007320773517537,0.08162599897082257,0.41307012547744354,0.025966586873380396,0.04454693227834447,0.05183786235880624,7.413852050553305e-4,7.413852050553305e-4,0.0041216895131481815,0.023137896537521043,0.002859520250339822,0.0060584051068774385,0.023908991673069785,0.025467499847837607,0.007834712901079843,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,0.011979480578917213,0.013200339783271875,0.062205899155309864,0.0037046614587987955,0.00846631001282341,0.01953172703971949,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,0.004281121698399266,7.413852050553305e-4,0.006758844761670812,0.0030199329481617712,0.0037360343409873742,7.413852050553305e-4,7.413852050553305e-4,7.413852050553305e-4,0.007989279312480087,0.007022346743320862
S321,0.0010681713940064964,0.0010681713940064964,0.0010681713940064964,0.010464387201806338,0.0010681713940064964,0.0027216696105356202,0.0010681713940064964,0.0010681713940064964,0.004695703204543974,0.0010681713940064964,0.0010681713940064964,0.002138550432339115,0.00488015034146643,0.03036060208851088,0.007957662098652977,0.004105684905433894,0.0010681713940064964,0.00705975952670848,0.004269788987288053,0.0051735399346118345,0.0010681713940064964,0.004779140857151614,0.0010681713940064964,0.00559429861584197,0.07490341469706054,0.4669887225758915,0.026538054010932965,0.04082103101320581,0.04338545223656198,0.0010681713940064964,0.0010681713940064964,0.004293635036657735,0.02557510379383724,0.002136342788012993,0.0052778787490678734,0.01671199888728368,0.015340923607569844,0.008235699932423084,0.0010681713940064964,0.019966139229440842,0.0010681713940064964,0.0010681713940064964,0.0010681713940064964,0.0010681713940064964,0.007522008006110246,0.010590445449194125,0.055080804320482686,0.0031136008505341394,0.00471717141223177,0.019690288106734708,0.0010681713940064964,0.0010681713940064964,0.0010681713940064964,0.004032139108330293,0.0010681713940064964,0.002584092305622297,0.0024630332687087036,0.0034642850265411383,0.0010681713940064964,0.0010681713940064964,0.0010681713940064964,0.006924297385139058,0.008738215547371161
S323,8.478565913654178e-4,8.478565913654178e-4,8.478565913654178e-4,0.016264934647749096,0.0016957131827308356,0.003554095891634148,8.478565913654178e-4,8.478565913654178e-4,0.0039110687674283415,8.478565913654178e-4,8.478565913654178e-4,0.002550734009952409,0.002760483034313724,0.022683862044490872,0.016667292085466696,0.002992758599073663,0.0022422136275973116,0.005289226248888138,0.0031585859706881408,0.004350196764886197,8.478565913654178e-4,8.478565913654178e-4,8.478565913654178e-4,0.004886846665176443,0.045524423404172926,0.43973632044869354,0.016859579575854468,0.03151772604694662,0.04496368514763792,8.478565913654178e-4,8.478565913654178e-4,8.478565913654178e-4,0.022607666167456623,0.0021944223088964467,0.0040979190273154964,0.013127189192822878,0.009489131201014106,0.01018946603729379,8.478565913654178e-4,0.008134303915380533,8.478565913654178e-4,8.478565913654178e-4,8.478565913654178e-4,8.478565913654178e-4,0.008427526586115435,0.012423509290553992,0.08741626919484348,0.002864667194327114,0.009150835403729653,0.06268287398735474,0.0041855347631244676,8.478565913654178e-4,8.478565913654178e-4,0.004435995141027832,8.478565913654178e-4,0.0067725237300868026,0.004360131194532436,0.006027097814885696,8.478565913654178e-4,0.00322039923591998,0.008955537546240842,0.009555164741612209,0.009419245152044809
S327,3.0137078764154457e-4,6.182407897075843e-4,7.18898904190235e-4,0.01466202254512782,0.001308154896355201,0.003191805164767162,3.0137078764154457e-4,8.467715644856677e-4,0.003099541558547086,6.027415752830891e-4,0.0012148465353279214,0.002578559300154867,0.004189026304400437,0.03647605764003137,0.005236373976683956,0.002908222532513877,0.003739070659120887,0.00771176448921623,0.005384858143167551,0.005041252860190363,0.0012809613759547569,0.003004459370721857,3.0137078764154457e-4,0.006356922693869946,0.07121878802439378,0.4159162918687486,0.03335319596572983,0.05633504355658734,0.05207042621025666,3.0137078764154457e-4,0.001233437720566555,0.0043968085518006315,0.02034300189519345,0.0026621879393306865,0.007150878942974307,0.028472325211158882,0.025106287202992277,0.008023909228329967,0.0011096528144873808,0.012919802091458368,3.0137078764154457e-4,3.0137078764154457e-4,0.00201402141238449,8.52895045469289e-4,0.0069085576756543424,0.010976054220457051,0.06195383788732823,0.0038622406457086804,0.004814206918300164,0.021560989431006174,0.0010029304516777679,3.0137078764154457e-4,3.0137078764154457e-4,0.0040735861359479765,3.0137078764154457e-4,0.0030770437002302967,0.0033489003216824955,0.004365825560496404,3.0137078764154457e-4,0.0012977964027005007,0.0020002348369248437,0.007922907009482416,0.006471674364306835
S328,2.993612263881666e-4,9.221864538052822e-4,0.001942197383418859,0.054222331950307505,0.010247576253591505,0.01643177279612548,2.993612263881666e-4,9.037178224657313e-4,0.003268312461679404,5.987224527763332e-4,0.0015508535979366599,0.0043624852119239456,0.005703865266478382,0.049684092148569045,0.007874228906334208,0.009527902006096387,0.01234786886753282,0.024785571970477368,0.012957133580449611,0.006625831618279955,0.0013969293536155061,0.004559051728085469,0.007633922658922987,0.005856128687246052,0.05743314768437301,0.2767129279275974,0.020785292199537217,0.06565925672989398,0.06284560172378195,2.993612263881666e-4,0.0011601736173424736,0.004794620817492006,0.023014569553570684,0.0037748239489374703,0.014843760678621623,0.046085943611907695,0.05159963176566697,0.008936706651628858,0.0015049741909986187,0.007051960102745036,2.993612263881666e-4,0.00564276166821699,0.0017159550343538786,2.993612263881666e-4,0.00629131351424792,0.0060643457413267175,0.016258817557660676,0.006818472507426331,0.013273250589673824,0.021053457253843864,0.0024606605191284225,0.0016059297583282917,0.0018374796702518236,0.005969842490978757,2.993612263881666e-4,2.993612263881666e-4,2.993612263881666e-4,2.993612263881666e-4,0.0016390683161891747,0.001976688849673944,2.993612263881666e-4,0.00826961368181865,0.006522656202785539
S335,0.0010287281356715335,0.0010287281356715335,0.0010287281356715335,0.014634839387209641,0.0010287281356715335,0.0041867206550566345,0.0010287281356715335,0.0010287281356715335,0.003628163617391987,0.0010287281356715335,0.0010287281356715335,0.002190283511719425,0.0034497750725634596,0.03453956605784805,0.008165346837775641,0.0037170059360313876,0.0068627906321221165,0.009805718463533808,0.005012141863480261,0.007841947450225269,0.002057456271343067,0.00659102740428993,0.0010287281356715335,0.0058557470318379694,0.06774134330726939,0.3924638103116372,0.023388702997939208,0.04320233716278414,0.041652340677902376,0.0010287281356715335,0.0010287281356715335,0.003813213304828468,0.020805224754912786,0.0025045677326813354,0.009569364919493352,0.04299259893708255,0.023011401542666083,0.017480736571352073,0.0010287281356715335,0.012197455067716273,0.0010287281356715335,0.0010287281356715335,0.0010287281356715335,0.0010287281356715335,0.009406921465519729,0.012479428711435562,0.07251667846284443,0.0036696351177153714,0.006521475673638617,0.009232884221271777,0.0010287281356715335,0.0010287281356715335,0.0010287281356715335,0.0069936821364987595,0.0010287281356715335,0.005015226280878729,0.0032877419077976294,0.0038163347221388116,0.0010287281356715335,0.0010287281356715335,0.0010287281356715335,0.012293173324890834,0.011744443374230635
