sample,H3N2F1,H3N3,H3N3F1,H3N4,H3N4F1,H3N5,H3N5F1,H3N5F3,H3N7,H4N2,H4N3,H4N3S1,H4N3F1,H4N3F1S1,H4N4,H4N4S1,H4N4F1,H4N4F1S1,H4N4F3S1,H4N5,H4N5S1,H4N5F1,H4N5F1S1,H4N6S1,H5N2,H5N3,H5N3S1,H5N3F1S1,H5N4,H5N4S1,H5N4S2,H5N4F1,H5N4F1S1,H5N4F1S2,H5N4F2,H5N4F2S1,H5N5,H5N5S1,H5N5S2,H5N5F1,H5N5F1S1,H5N5F1S2,H5N5F2,H6N2,H6N3,H6N3S1,H6N3F1S1,H6N4S1,H6N4S2,H6N4F1S1,H6N5,H6N5S1,H6N5S2,H6N5S3,H6N5F1,H6N5F1S1,H6N5F1S2,H6N5F1S3,H6N5F2S3,H6N6,H6N6F1S1,H6N6F1S2,H7N2,H7N6S1,H7N6S2,H7N6S3,H7N6S4,H7N6F1S2,H7N6F1S3,H7N6F1S4,H8N2,H9N2
S643,NA,3580.039907425761,2537.806797145766,2183.42306004526,28586.31609556897,3222.766109347981,7781.574490648853,NA,NA,729.9619772693746,3583.657433939388,23387.59167013202,2570.617119094221,NA,8327.056850315877,16738.11940784499,86919.31282334581,15093.39353622592,NA,7043.152138189915,9835.622248138676,22024.3093129185,NA,NA,8549.945781762735,2051.573908601883,8408.14812083717,3538.846967030831,20121.45020137545,237034.4195130891,1619656.35031071,67588.04901456536,126175.4512052722,153719.6232075642,3265.725028112473,NA,6279.25802952205,39987.15639005029,11488.27877688991,19209.7821723241,76373.0001533861,88308.1490623659,4918.698421096359,15332.80019649699,2189.845430054521,9750.827149457167,NA,7796.225414773946,7771.28030496432,NA,NA,23193.4213794503,58589.94227379976,336441.0974039381,NA,12664.60690193751,20330.0170988497,100016.8578388599,3398.28064164715,NA,2634.887558743319,2876.012491321487,6745.715580187393,2540.247230438023,13430.94386467102,17089.50832760323,22112.5190114638,4482.512703335552,5663.68261766157,8259.206481066027,14368.89394712616,17271.10358414742
S644,NA,3122.591380143298,2261.454491612215,1465.813477540603,33072.05824603533,2439.271599036739,6739.599248352647,NA,NA,717.45832420606,3265.654035627957,21020.62311117835,2325.231298966009,NA,7801.424011372316,16034.18419858806,85874.21126591088,12350.87859367052,NA,4813.415096747434,8318.408086915528,16383.86872415492,NA,NA,7160.763815389257,1764.829049043112,8360.356810187304,4941.942814029416,21008.54309204552,253648.416608485,1574088.135292606,65824.71974789558,121254.7921753207,166339.8872116854,NA,NA,6653.778907916601,41062.57463143673,8713.230161902831,12895.52326619108,47070.32764802133,68636.66366233748,4179.971019392979,11993.40006530714,2294.409482084217,10544.90672797738,2636.083587608984,14393.232075409753,12972.21665695512,NA,NA,23521.43369125842,51605.5596972341,249709.1224836617,NA,11806.22208307104,23113.46063443994,138296.3667945283,6182.066611667929,NA,2716.573477614309,3745.902558430096,6357.724026996485,1979.218746666872,9935.339743635066,11894.14501364922,15286.79488572549,4833.709773020139,6515.124308862865,9803.366501225852,15480.43244629743,19518.34217062952
S65,NA,2300.135588594677,1878.65044222628,1284.279192623523,16353.89470904684,1955.76838250533,4505.801414715229,NA,NA,504.7603160526589,2310.287655286435,18899.93909578902,1821.731981352463,3708.82570023594,4471.93976294931,11076.58984469463,55085.90117277453,11877.87453238921,NA,4464.712323968729,6985.380109375741,15623.19030683179,8742.194466069963,NA,8222.551745921599,1351.754133621695,5597.048594760476,2031.129064597219,10381.77929350507,199967.9608246143,1261291.52312855,54752.21158376346,114574.5941004782,138604.2553310303,1031.627308368702,3128.872303556282,4320.256405767467,49662.6000422442,12961.82453921619,13404.84137464431,78676.51003913644,97566.18381556426,NA,15669.15081155706,1097.737553329406,5871.167813398784,1873.16114738094,NA,2912.199710456287,NA,1770.010374026111,16913.22669057506,44140.94455766663,240822.156496519,NA,7392.784266193094,14685.42361412506,77020.16574070914,2066.23582316831,NA,1129.322952278999,1226.985355148593,6423.793662772281,3141.641259945848,6232.742903432523,7783.672631035113,9948.82658869724,1751.142709452875,2475.344702172952,3953.111024441645,13426.47265052191,14195.04024364228
S651,NA,2518.811251195394,3362.718513115905,4356.464824621412,70329.65296062046,8711.931890421622,19051.33063493797,NA,NA,583.7517993013446,3291.023659325107,18084.86887263892,3115.158990359001,6429.424589936118,20364.71813179625,20140.76164024637,183709.5426480379,28319.62767554023,NA,15655.39645974446,27490.98643622689,49983.61277319258,28612.95206824875,NA,16138.6232456474,3481.310363982147,16275.53911423367,4316.473378596702,36802.26649574636,357764.0630883405,1770669.392975267,159505.8590018787,324617.0260914873,370654.1194001006,2975.66983856203,NA,12617.70074442582,93577.77806205924,21435.48216861479,38306.26665795892,166411.4225018325,228425.9358231158,NA,27247.84918108923,4222.72228257766,20058.04319721337,4307.83145630865,16342.47513165169,16407.07287284117,NA,5364.820139962611,31435.12335949843,52064.85394526747,175839.3642837758,12309.4555519739,29389.15613575498,44125.15260019025,159788.9249030852,10468.14271500418,NA,4403.981020541119,5836.974747787082,12130.44262991655,5317.216250863127,9498.69989003985,8984.463560744925,9731.016580083397,8778.560957809561,10084.49703910013,12566.13717367664,25876.86541559911,28434.34365518855
S652,NA,5273.377771378514,3645.094532923221,2507.263358582309,39871.83329101135,4004.390283210053,9295.79647917559,NA,NA,875.0319992929849,5492.464098485503,37884.28899230317,3835.423035946169,NA,14641.80637522983,28972.92661703693,150192.6097654498,26090.14580712132,NA,9044.105600645344,13172.55227357878,28042.45187204972,21184.40217026015,NA,13488.76265865138,3069.987426203726,11706.89759503838,7084.294074530264,39904.36316705316,523035.7556651866,3205439.532492108,140621.5100259114,239149.6350950833,310088.6105589848,2455.194394581337,NA,12366.9729794237,75202.54296116807,20016.15734178968,23793.38970573428,93685.53630075887,126309.3751754222,6134.653630761673,31992.06885425416,3886.337246394175,14441.01186030924,907.0669478913876,NA,20268.67592447818,NA,8493.274304331915,55911.10981696982,126302.4094093704,629659.8035506788,NA,23364.83343193012,33496.25503413469,154048.739646512,4445.283951752112,NA,3493.949002081045,4074.49909436549,14383.97192938168,4637.652129388262,25821.18942731889,30337.34433688372,36208.97957139129,7065.412803031249,8207.566069839717,11394.78877279056,32903.3755853198,56517.53039743891
S654,NA,4563.788235086579,4449.435835732475,3218.991712716929,36052.97507950447,3694.575117543916,10274.09203210226,NA,NA,903.158433205611,4992.63151280216,30850.31899886729,4837.70235284674,NA,15718.23906307893,19441.94134406596,161151.2888545618,29683.96968275874,NA,7728.741111188606,8829.20323884472,32798.87927603153,NA,NA,14907.2941363179,3982.167468189342,10351.01027706533,3347.073123558318,36739.37515119481,353771.0757310872,2498466.165589778,170334.8862780446,311185.8163742676,369211.0740145175,4590.017732855223,NA,9199.03960608056,61550.66100316768,19057.91210540073,29248.6913972461,118391.9961332532,121760.6713243863,7165.374720466091,31187.07633374653,3522.566413347916,10144.31271272842,4639.583250125453,NA,17842.87644544425,NA,7190.765383999971,33586.30212766948,60478.92804639381,291894.3737017608,NA,21106.58802656854,47162.48414986074,333783.967685133,19393.52608822552,NA,2744.186274917475,5296.59083455305,15296.81774176082,6793.116436103101,11484.24873806214,13297.16176681962,16305.3508063855,9617.543983292751,13123.06270784735,19789.1415065883,31716.56718143569,42577.00164027997
S655,NA,2252.615375903461,1806.119764142873,1835.02402639403,27751.20566701503,3249.436563404702,7972.309158596418,NA,NA,398.0920290807997,2476.118250176073,14687.08776568684,1958.681508943551,3359.115448007365,9682.975793202824,13269.94367364894,91387.42540539795,14757.39503325169,NA,7096.219021613197,9995.44177530287,23416.77804853589,11636.69179003209,NA,8297.072049191282,2104.698593493988,8720.982443910385,2953.677521323219,24039.4412782845,236964.8525347686,1657323.233707625,83928.43697567974,160093.5625930006,183667.2820785644,2803.15633006999,NA,6885.025726445026,52571.17812659332,16265.76228371843,23348.7730412483,93935.40215472777,111736.269030371,4549.615901754051,15846.69770755084,2167.700120420873,9925.93096068247,3635.457522824316,NA,9736.827361878764,NA,NA,32758.38005891627,70668.71319679575,366479.6947324735,NA,19712.14509637302,60292.01284769049,320649.384967295,13370.52437231543,NA,3425.165584944474,4265.105157089371,7150.424025991253,9250.128854434672,20479.54653252111,21697.75567193253,23689.8282269468,14743.19983790733,20284.46609561612,27873.72323354922,19063.63138889206,19728.43191335197
S656,NA,2486.595974283163,2971.078980816696,3658.042903260055,98081.9993277639,15701.09672942301,23190.59496122222,NA,NA,NA,3099.507123504929,14213.95346941207,2223.08983464428,4769.554877771207,21046.3478969867,18592.49691195679,167747.0642476075,25289.12436556969,NA,21208.15801123175,27976.62963565321,42453.98722629577,24160.03709968526,NA,9342.013628783572,2478.185579464644,12555.59127202592,6850.750242712099,38669.03354219274,241230.0195470752,1238681.278748929,79288.81188120297,166189.9167552024,263926.1247866804,3309.203842424557,NA,16402.32843452298,69779.33271755559,16866.57924897172,24579.11388194359,86636.6619124818,171854.6247370678,NA,16407.20002300583,3341.730139469071,13759.1441460061,4618.922161143531,26295.32923096449,32382.71607063539,NA,7011.313434757352,30088.55270784485,63608.88152524251,294888.2665592047,NA,18877.27575323931,17999.49356570454,31416.01845708426,NA,NA,4352.443434831776,3269.951308822697,10352.18392476529,6334.720822656283,11540.60992972903,17120.04194748995,27459.95744834712,3502.994420919237,2529.771230514347,2391.180942055344,18631.37307145922,25738.50651573479
S658,NA,5701.230659248091,4370.057105047144,2990.727097297139,48242.94246992575,6835.049101310428,12932.27697033638,NA,NA,1396.383816434926,6182.656205319138,36413.2602566112,5111.810530279651,10086.3927588366,15685.11361636234,26944.25576798966,121181.5844770572,20429.76401959865,NA,11951.35171042205,17465.04001050953,32548.33237548301,21202.12147267289,NA,26392.39534420705,5476.06769996704,16051.39195629593,5884.545736640889,42194.35125020204,466251.9332905061,2550725.852794778,128288.9438448019,293311.4892241859,316826.1447908915,3569.335273366076,NA,12071.28737457028,78047.14771335672,21491.48704233574,33374.80946387156,159012.2494537627,149962.4279013283,NA,48993.31621652431,5626.659377938147,17207.9737086425,5159.551389055268,18449.67359965687,17059.84407777787,NA,5670.652167705224,41821.03776521415,87212.30526893005,497950.4703363244,NA,25080.74044819206,25826.42790524471,82771.70193231091,1942.576915137284,NA,3068.900687228348,3431.602310952656,26178.23272304692,2922.307633658431,15581.13163914147,21297.92442699966,30929.75811062399,4509.643188097693,4418.606078064249,6071.798550792288,52817.32018808131,50114.18266494991
S67,NA,2127.971056622833,2603.857424029294,3446.141649051544,93992.10985077372,18196.75443220896,27466.79479345253,NA,NA,675.9972413420323,2325.622942997987,15860.88463900734,2093.567513185196,4663.929009174304,7620.323172526449,15190.59416310169,112447.4683932158,17027.44687265755,NA,18610.60555698935,25695.52782308859,51527.76097776042,23644.60814465168,NA,17312.29263629503,1885.533897750232,11918.3591253026,3021.931867088846,12755.36968503447,191936.106618973,1056143.689734545,51865.1828450819,162648.9848808066,221687.3214572429,NA,2707.396576273492,8488.148511806357,60408.16032406597,13614.70490131713,30106.000539971,125976.0914149679,161448.6210711063,3301.689207413238,18098.66409106152,2405.141406445769,11439.83644808184,2851.473309471538,5111.192067077759,3761.622795992326,NA,NA,10361.30113219274,17098.88808334215,89384.64744353779,NA,12668.60387203621,24484.29946087124,171224.4011300696,10009.74540342295,NA,2241.199915502701,3079.263339950679,7897.409794585341,2378.397397125117,2090.932444448448,2035.23865812457,2609.326024125551,2966.541023430777,3729.950407850136,6081.634581759083,15674.01715969397,20478.62802882084
S672,NA,2271.872559067695,1958.00510002039,1386.768103627957,35818.80972668045,2330.820922965197,6118.221499148526,NA,NA,453.3473985998,2868.731392840164,11924.43581912887,2251.910205447519,3672.502632845633,6573.240225171106,11002.14701713791,98341.4112307201,10887.61083059589,NA,4879.044325026134,5459.957086649056,18682.59635045753,751.2753249826529,NA,10697.83093207303,2699.06131013969,5858.869678738461,5322.585214341264,24659.77282193114,197049.9980644031,1302781.865123806,80791.01519272158,131214.9076536866,147155.2311629862,NA,4416.51468519275,4926.591143230591,26611.57490139709,7465.606160310204,18414.57822693738,79987.5048572394,56495.85223204897,5165.548922207313,23931.01613707199,2101.910829261761,7205.510465148684,NA,5537.484075707042,3883.408770168777,NA,5459.781876780247,17382.79522763629,35414.39675444282,195153.7413549392,NA,10237.97415592322,17523.30028720197,126206.4604451798,6302.728298003445,NA,1659.010204378077,3492.673249766114,10711.33005083676,1196.149890240385,7757.600833102898,9679.13735149134,14829.67711781205,4018.656168107617,5767.342491310568,11068.46893254973,23836.98883086019,26964.85095946777
S679,NA,2422.102270567928,1986.177873837665,1150.629764465495,17948.72664767658,1731.413604303795,4222.062655127326,NA,NA,457.0278688751091,2848.774748126501,16879.10679442674,2102.631823230428,NA,7717.484923401307,11296.84928023597,75577.11745269335,12195.28350565959,NA,4055.509024023002,4613.771949596202,14680.86302784118,7590.17121462964,NA,6741.98153082405,1938.085241727581,6581.29558876473,2243.931167274824,20488.81597797901,165343.4260770787,1356507.296954966,67347.42947761781,96490.1114893482,124947.0983808714,1637.071868256839,2909.501035474983,4074.776393413919,24599.36965245997,9665.751814122448,10215.55118726801,43266.4163641162,54827.15470705771,3543.840532724907,14329.99804051046,1705.16515499931,6447.051183715174,NA,NA,7675.480238940529,NA,2095.987657754759,19386.66618387678,52149.74052037879,297865.8137375265,NA,8242.183622498715,13538.69939362877,82813.0336956047,3502.431352614126,NA,1295.3524066546,2234.517395436154,6399.094683884785,2068.271881679356,11391.8406548502,13699.07101276739,16103.64245853238,2974.705865876643,3898.454033117158,5764.749821933285,14906.41526290601,18012.05609375413
S680,NA,4033.397667570664,3637.93963805533,2686.372201951787,33921.77372451721,5003.911485472678,10273.34007225324,NA,NA,1028.346780326626,4773.603758026084,21788.77386710409,3634.627206954234,5387.605940889439,15094.55632111506,13726.49449958735,116873.633523852,15278.74935943327,NA,10354.30386393892,10079.71124511057,29591.22377513873,14012.16908996385,NA,14604.86228971276,4167.579282946876,8885.61995979453,3479.576230133206,35529.17330741358,240818.3516406652,1480902.100997804,105896.4539601482,157756.4910831515,207038.5875695622,NA,7265.050478264537,10390.99206763555,48453.36764611713,13524.12577100936,25024.75617172054,113460.7728996129,106919.5693264612,8250.86692447975,29079.49006420812,3079.737883287058,7840.572601424362,NA,18138.80375240531,21484.15458881717,NA,6027.982982335681,31034.90694896249,55861.91710735405,258045.2709669813,NA,14930.10063473963,23903.33641820393,144289.3706922912,5893.275435324577,NA,2262.775112543111,NA,14655.33853425018,NA,9528.0055461358,11926.6704499206,15159.15697461599,4348.077411168588,6452.339509293875,9844.026291862903,31079.89775222051,30443.9245646924
S682,NA,5013.472757960105,3992.619909533703,4374.760932489485,33614.70386147049,3063.17292033666,8855.298983242717,NA,NA,938.766142948033,5118.114509868886,30371.93903935613,4125.95077687997,NA,12197.28641442592,15897.6084355414,106315.7031809624,12908.17847705553,NA,5420.47966532247,5934.819047117223,18549.09007717145,11630.20027698331,NA,8927.22487117375,2348.839191392905,6335.474488464285,2587.198250746776,27126.24519214231,284693.0476544766,1858361.609213841,115662.1813872475,140424.6682801259,178615.1750635635,NA,NA,5870.255673912789,34589.66798338585,11366.47709203236,16784.87875162246,63956.68669555353,63689.18203711376,7017.147745467803,21672.33813914199,2425.83271558003,6573.632339344933,3076.881220499123,NA,1101.963974622204,NA,1895.022068462031,29316.05153761046,74352.70878521417,396134.8958481621,NA,11612.576117816,20214.69050930503,113529.2732302594,3791.935931014832,NA,NA,NA,9641.685475491444,5288.570798232629,15236.10314467273,18549.25202123708,19279.17518596048,4183.13112155794,5223.830022649588,6781.571747139749,23615.93577672235,35019.78100100876
S685,NA,2514.94381961824,4117.364151004629,2753.227582313198,83820.45116416302,9302.988555506396,23708.69490375324,NA,NA,827.4677083818966,4085.445483343417,17281.92708588959,4230.012058326174,6413.756136634389,12319.70241473392,15587.03934793201,249222.5795468793,27128.90490458416,NA,16955.45955406907,17301.20976511695,78221.70125035518,28054.23571529273,NA,29607.87117896833,5695.873768992734,15712.409447455,5748.835709467884,30855.02313453722,239822.8903795027,1436620.879652832,178790.6039463276,250748.8545099178,246630.0062761474,3443.829153733933,6461.983814328048,15639.53096611216,69502.61649688633,14976.75248637727,50794.73152020903,198907.9567281143,172848.3271501453,NA,45169.39445663359,5089.333166861609,17087.13657679685,8999.629027183551,11923.79035147094,NA,NA,4928.32147665039,20471.31795760294,34145.29961053916,120604.6607122963,NA,21169.01775271173,28458.90111140217,146048.5537531367,9755.727942046107,NA,3030.836335224849,4140.822431378612,21029.20923660516,NA,4568.51481685055,4186.040042839543,5955.741214890825,4922.613833635672,4898.116859510265,7301.334260484629,41410.89316996487,35003.08824019795
S687,NA,2276.001773483874,1830.52501338642,1678.872401647897,28341.98379902381,2466.220544054349,8235.619753052375,NA,NA,621.8009114215175,2742.799077627305,15454.55903409885,2386.605494598585,3599.078931936781,6563.281824059388,9195.30557776486,75242.9594290642,8730.230569903728,NA,5109.407377275304,3751.526175973754,25651.66621088245,11397.36086827994,NA,16594.33507708736,3162.518673012955,8617.039522348936,3203.068828909125,18478.10253582224,151522.669427282,1369707.478239806,69397.95954914282,96508.13047864968,99175.49245716774,NA,NA,5334.352678651821,27839.17834862088,5958.524767964456,21716.29193801739,93103.73569197772,38366.80432094771,3213.303006553747,30001.61607176111,2557.588542179777,9366.553832160242,4021.749559403881,5299.7079557267,4612.24660125563,NA,2113.650662263557,14223.07402258902,24042.49496898171,123788.8210209101,NA,10087.70939596293,15642.96960545996,109236.8228969302,4996.97093039816,NA,NA,NA,14792.35808722374,NA,4601.821862182811,4815.281206417664,6003.22825197227,3374.507895614856,4359.710356955197,6332.297283665117,28131.34963352856,27551.4196517421
S690,NA,4830.919163737407,4983.025639093992,3886.097449314578,51520.5940333579,4649.82887870733,11063.32487565134,NA,NA,1187.657722745138,5598.93295408791,27968.85505312623,4203.78806717288,NA,16656.99915988676,21511.56819472244,167174.2286199346,15746.54618896378,NA,10335.27388149845,8962.205739243413,30124.19579387629,NA,NA,15236.97092506414,3765.85961305571,13944.65211832337,3339.990814958752,30195.88354743524,295251.552028397,1350504.555202836,133609.9788675411,156055.1860729849,172735.0655479071,NA,4467.803963689165,9267.550834481975,42882.56382809983,10442.10663063638,24815.06131851039,86568.74942326563,79538.80773676891,6674.436677789739,25577.28048687841,3671.179719691289,15378.80419787421,3784.24284985418,8563.129188236668,7571.555089343481,NA,2250.189960619143,18333.23534950104,34449.06363645468,150786.1390214999,NA,12236.25447809804,19166.53591134705,103181.9955149131,5913.259865589796,NA,1671.339035993421,3639.968859861177,10254.76123647618,2557.589384884152,5905.850364450219,6271.37567047302,8124.820556495203,3064.580512588244,4121.765826555152,6093.108542536954,22512.92024401108,28947.18789818784
S691,NA,3683.724106393697,3657.910696272387,3158.061548901439,86631.70816346825,5838.830968697637,15605.42031938413,NA,NA,845.8436716149656,4688.643545583294,24305.40023201944,3652.165229341363,6160.754086177136,11734.08047535185,21890.27713739754,202343.3587185523,20223.14388684501,NA,11468.68831020782,13097.46974397041,32733.95246509995,20091.95230243349,NA,20518.75752036198,3602.072892147239,13858.35009789184,4156.822494546161,26680.12758269988,382251.7007591853,2055353.45798277,120461.9519059027,194418.6114247867,257126.3621447221,3001.04489413268,4798.943603260775,10529.38256364672,61172.06466868853,11914.98203941527,25374.07914026383,112986.8708253372,101074.7415152293,NA,41044.16633199346,3691.523941507812,14146.35850725366,5119.04397057161,NA,11205.0256479248,NA,4639.36116057212,31755.78065487242,57397.24115519716,247854.6226648915,NA,16001.6413533367,29034.58109024691,154929.3226996441,6835.124688287763,NA,2623.690210136799,3120.191916371493,16903.12096712144,6308.850421604641,10036.37440836582,10191.23485401903,9368.901424386431,5707.310797240951,6271.623322963362,6913.238086494389,39833.445105598374,49921.60589067819
S694,NA,1603.762516581443,1540.752850373526,2493.628211687653,41367.47516309564,2958.77554376523,8864.449453509309,NA,NA,438.5936271952559,2214.709613401184,10122.24897503007,1640.180155186268,2777.317338972589,11587.76549552843,9655.085298275782,104571.4228339527,10569.9296937299,NA,5574.197280558623,5750.886376669153,17349.65093634876,9711.034024309522,NA,8395.502745439542,2185.131466727108,6368.670595779577,3602.411635401034,21230.34363179864,151556.99524799341,1275808.561162605,69249.75739229664,95752.12776004426,153664.8698881037,2229.174947384851,NA,4903.01571117328,31471.11550333544,7486.524578829321,11566.71629259899,52102.86321463521,57797.67501613023,2401.411560980514,20805.37330976461,2063.626040326158,5675.047817164903,NA,7020.901602409475,9595.507260088449,NA,3354.960552752667,13828.49233054882,32211.95788941789,235318.1192773868,NA,8428.445973401844,13954.18694458316,122191.7137267996,6369.769141630393,NA,NA,5824.411640878,9659.9551377057,NA,7022.093040689728,10461.88886916757,16669.62993744508,2784.664517232129,4669.101788337968,8864.809140487137,21875.97969448452,29306.96511444668
S695,NA,2396.835598602289,1570.507363269112,3140.295100352755,18819.55871982253,2052.701519814344,5184.151553696572,NA,NA,509.9566853900299,3163.152747220137,14831.50316471011,2043.057294675788,2981.557835697602,17261.4155398634,11770.67955553348,76491.10380678759,8440.412004128913,NA,5512.185251803365,4443.284120787627,15559.87758987122,9506.692240312765,NA,12449.02969950756,3950.565264662607,7250.340677366601,5058.941114337209,35170.91303602023,247009.0503123083,1691232.978608685,79498.5825266492,123252.2836219152,129656.0325818867,NA,NA,7600.981604105908,42736.0210119515,11257.46091274553,16200.27401367728,72125.51859389567,44728.90394212139,NA,30578.21338078015,2825.902830752255,8687.133208856454,4142.666500794589,NA,6166.613140666095,NA,4503.325249031448,27458.55400748381,60184.07073606026,324082.6166880613,NA,9406.571357609311,11677.45688059075,61816.12631223413,1924.650823716703,NA,NA,NA,14840.45765996844,7388.591838192954,15180.68830157624,17187.93386304886,19705.57069449181,2843.850910549008,3293.001766861823,4708.803771825141,32139.18749422875,36805.1693938457
S696,NA,2977.427816565036,3192.915537558068,3219.814744627751,85068.782753327,4735.063871683942,17470.03050077475,NA,NA,594.0117147192669,3485.010429411869,13464.91860073501,2912.269115905921,4900.801706080103,12877.040769162,11237.22582360176,158962.5787031725,15686.60617308675,NA,9710.551419142525,9119.77293990498,36449.93595462664,15704.174470397393,NA,11489.03740309178,2645.662131107195,8131.271289568707,5114.328629655839,28984.71225287305,180604.2940952824,1132295.118136303,91872.95566113653,126615.4519531042,163746.588573183,NA,NA,7649.217102664216,39376.45245392787,9946.704860111957,24562.9887652267,97830.10532080109,84773.97036076181,8901.165024455053,24970.60293711643,2277.584439806706,8945.877054014165,NA,NA,1984.536954967,NA,4658.044120821916,22062.55992364166,46858.78281888308,185326.5298735993,NA,12067.35281334649,24518.42583278374,124078.321321149,8135.859208335969,NA,2251.869305734055,NA,13273.15315118757,NA,9156.945931308828,7112.689396689084,6062.161949646716,4443.11679136249,4959.484662069962,5265.838746156103,26904.53163946281,29390.05739148074
S697,NA,3181.538658701566,2155.038559715135,1988.279405899152,27467.14359077939,2180.792232964907,5990.251820851679,NA,NA,570.8256775285903,3189.971559700737,19728.78338743805,2114.735508263509,NA,8489.145160010863,13367.29399284564,77701.97929733591,13051.56864399087,NA,4524.939983010159,4875.707083235279,15854.6570564298,NA,NA,7954.992552484703,1745.019868449579,5346.937424258478,3082.793066579866,17909.03550397441,199954.5433990216,1366603.473048163,49217.51035989368,98753.74649482794,141776.2705280531,1878.09237314365,NA,4650.956055925331,26767.11736125509,8819.666639611443,11052.11081021719,45296.95530913222,52384.45404819847,NA,15440.93265397891,1764.971824985167,6066.52583317974,NA,6605.54259067341,6716.493239113473,NA,3164.588978221869,16433.68355405021,36208.11787922854,177362.7133703226,NA,8320.110571052528,14837.45379077592,89767.2082547099,3992.306196222088,NA,NA,2421.691487384317,6235.086458659146,NA,6704.793816070603,8752.88192203689,12570.60988014088,3306.383560965578,4217.568400613494,7751.382215790452,16042.83399873907,20690.51027831484
S698,NA,2613.340118366231,1699.006103465839,1862.268056984602,22012.48070196973,2411.607702191007,5724.382069150337,NA,NA,575.3615471669526,2953.694819403897,18116.99742179779,2095.957663259485,NA,9777.134309546384,13426.1821737382,70074.06090925922,7974.599728471399,NA,4947.344729913341,5490.769545914776,16158.76153014706,9388.673291314097,NA,10553.77985762555,2164.928091242498,7473.608000342073,2825.484604073059,19763.08048059847,227795.6114116141,1434906.893972921,61148.43909684933,102161.0533032733,110566.7721727358,1865.282228569837,NA,5404.450215562252,29188.62508681345,8044.685772563521,13315.6432448796,54466.09960435204,46208.71432029724,NA,21803.92695294052,2249.977373122112,9677.288300291242,2710.318327972626,NA,5210.06324371761,NA,2974.342071929959,19773.83030719337,44534.57814036882,216986.1503052439,NA,9617.610232334118,17899.91068270064,108916.5700972814,4175.524824850124,NA,NA,2039.44707326506,9323.17685098019,4205.531972610903,8104.87801105863,9698.694610468488,11028.49541604882,3549.964279857892,4876.185963841397,7331.487967750181,20652.08857556031,25678.09598152374
S699,NA,4370.689952202135,2700.700823414538,2917.00126184193,28563.49995249621,3706.51717797793,10847.91450248549,NA,NA,798.0817187122826,4373.018353595923,33730.71605625682,3028.946853578474,NA,11686.01448529792,21916.29099112329,91223.4512022722,14999.18073497635,NA,6825.71512708212,7384.850931061565,29758.36926034176,NA,NA,14265.98034248774,2636.93392946517,14903.78677640101,4370.119834521111,24478.5423932298,289035.9384344189,2456986.128786138,91723.84598867786,151733.9338134332,176888.2288846534,NA,NA,6961.356807442764,46462.32739270154,14134.52473071617,19758.98317267614,72574.09243330441,83141.33798305572,5768.873906461774,23054.61257793232,2936.558538547962,18287.78582563232,NA,NA,9606.767334237442,NA,7053.780335245072,28393.01795787948,64090.91575443412,375332.2463452078,NA,12623.50156937255,25874.7016274044,185922.1209234407,7267.878303145644,NA,2193.791452084108,3288.61725397689,10548.32682727762,6399.53242832946,12314.76971748215,17069.26259140337,22598.04048003238,6048.981190015756,8475.284373565273,13638.4298363423,23221.57739846942,33410.32630023912
S7,NA,1848.833242083625,1615.207064921603,1669.23070817083,38532.64959684911,2142.609690799451,6468.738252519323,NA,NA,395.0628666785424,2193.391680036984,13403.38500167076,1566.698695865553,2530.985787180179,5055.577123583812,11644.43480022612,83099.10685854041,8897.593533356265,NA,4274.775603615332,5371.498630221133,17857.5852244102,9048.072241790787,NA,11742.19103280307,2055.834077869868,3874.192529832762,1364.405014927244,8516.05472494841,209977.1831060185,1232658.837609265,40017.14793365228,103027.3394274491,120041.6636803206,792.9871249857272,2574.642196518172,3838.131904161616,25822.20226242376,6092.616410932542,11113.9755400786,59901.90257460625,40239.41744291752,NA,20133.93252955546,1310.364298904211,3701.231129565758,852.1658325108634,NA,2025.154629187011,NA,1855.513831536814,13708.5732419627,37172.72958996535,241051.30157428,NA,5226.013037250742,5975.634970738296,28624.45476876572,643.6401235053594,NA,745.7138364235658,756.7584019239581,6567.514087941176,928.807349198162,5498.295630428092,6803.249838278664,8949.416825351273,997.1012387833076,1018.395110445973,1548.614313397091,11959.83204642726,11725.50057345388
