sample,H3N2F1,H3N3,H3N3F1,H3N4,H3N4F1,H3N5,H3N5F1,H3N5F3,H3N7,H4N2,H4N3,H4N3S1,H4N3F1,H4N3F1S1,H4N4,H4N4S1,H4N4F1,H4N4F1S1,H4N4F3S1,H4N5,H4N5S1,H4N5F1,H4N5F1S1,H4N6S1,H5N2,H5N3,H5N3S1,H5N3F1S1,H5N4,H5N4S1,H5N4S2,H5N4F1,H5N4F1S1,H5N4F1S2,H5N4F2,H5N4F2S1,H5N5,H5N5S1,H5N5S2,H5N5F1,H5N5F1S1,H5N5F1S2,H5N5F2,H6N2,H6N3,H6N3S1,H6N3F1S1,H6N4S1,H6N4S2,H6N4F1S1,H6N5,H6N5S1,H6N5S2,H6N5S3,H6N5F1,H6N5F1S1,H6N5F1S2,H6N5F1S3,H6N5F2S3,H6N6,H6N6F1S1,H6N6F1S2,H7N2,H7N6S1,H7N6S2,H7N6S3,H7N6S4,H7N6F1S2,H7N6F1S3,H7N6F1S4,H8N2,H9N2
S256,NA,8000.611684790229,7795.648593997279,8260.604522491125,141832.1571725078,11874.64185752418,35045.08491445432,NA,NA,1785.0107125993,10067.71888890241,53389.02693705504,7731.470197664043,NA,39891.89289031871,42071.22473043789,367690.3287713536,47838.6345421256,NA,26558.70101258936,26830.10824767095,85133.40505587331,33157.52885394878,NA,39871.48113353286,6875.245979790445,26737.52412198654,21771.40394616526,71865.45968891092,760485.3548348611,3746423.959857559,243589.7366770985,343158.5952141635,369979.6733575031,5476.235450454994,8184.316477468628,26612.37043953135,151425.1524390672,27460.13607984237,51260.85906031295,183870.1040404938,198687.5780067965,5017.39104587502,58867.91544685548,6516.555132998466,27689.67548542791,3575.421061136023,40309.79684480828,23748.98402789528,NA,2912.378712069019,73349.42546366656,156416.1986977808,665426.2614382154,NA,28882.98183142234,51383.71723131231,264274.9424587429,10339.32803428657,NA,5703.14013325844,8431.426391736435,29919.5405125831,19905.90691604191,26400.52220261747,27330.80698145505,30955.24508461482,8272.041242315378,10414.25343384159,15246.49372691922,55460.6941941839,75027.59719831827
S263,NA,5088.64999188502,5804.396440423357,12873.7334968301,168021.0259871644,11768.5909933873,46434.79833732412,NA,NA,2057.599561102305,9185.441535226406,35839.60340374309,6452.173624225551,10859.57100399909,57463.66853592868,36604.78948515881,385467.8412503506,47220.45198321211,NA,28120.05813027231,20492.6327961166,91594.46432552028,NA,NA,53574.80209223799,12439.76110162358,21752.3505630996,36421.87042290327,79285.84440147917,493353.077074686,3598959.642819404,234771.5081980687,344069.1899195869,372080.2205475921,6306.016954980436,12169.6197320547,33871.90383018238,161581.2406725392,27427.18506803957,56804.6894131376,245831.4130318342,178914.3697522671,10324.82718995673,91623.8600805676,8340.965753674394,23196.90788616608,3554.357807605255,40831.66649504535,37108.52133289014,NA,11261.46355510664,58978.9353241995,96351.0569605668,537712.6928646523,NA,24779.38488775637,24389.65053984382,98989.68611605284,3848.623044652089,NA,NA,3846.629707145428,38548.3939441229,NA,14286.36694832343,20323.25914147077,32786.32467506512,3416.41227180701,4197.1022184791555,6604.792040218363,75608.63571186707,77121.47923807183
S267,NA,5586.174025848768,5676.949876590637,7606.075490690611,167964.4770268823,15159.55732441459,48902.14862342084,NA,NA,1447.427813531289,9917.557462071049,35428.87451817857,6221.33459866604,10146.28495838995,26299.66171717667,36407.05223393541,383043.1972744206,43279.8821714498,NA,28792.83495084741,38456.06792476393,112286.824119052,42480.73100768918,NA,63609.77511499055,16319.354588624181,27726.61568053242,10490.96021738929,48572.21931679649,699193.714334446,4012182.682295246,255552.8654981168,399040.6723606301,435584.0629501731,5936.024852424088,NA,31288.18581736905,164765.2713923364,22665.96078637166,92724.2095077297,379307.7214698839,222186.4868924362,15493.7125698991,101629.3964307436,9371.998556601677,30287.87100853968,11116.89314975823,23020.85364700196,18484.40373229451,NA,NA,58731.30169501826,116989.6070678673,542932.4076394464,NA,37403.84942779379,46704.19368055231,246099.1577956246,11781.46136938653,NA,6359.55858416225,7687.039005441377,37410.41024323081,NA,17946.54651625148,19865.81370172526,22528.56836886867,6912.390841603493,7870.392980485808,11920.20231470606,71412.00542658445,70074.20934489842
S269,NA,6147.971301549034,5473.190236448597,6730.239015853631,138959.0554787821,15591.20174460746,32425.66557613275,NA,NA,2148.999522481593,9382.83990669194,50064.34411150174,5832.865495890142,11858.5239265169,25205.6193217052,59153.60370776758,272554.7293881952,32285.64188760737,NA,25857.13762037124,33121.07345195625,66935.02612280018,37852.57626488849,NA,54135.43133243274,10942.680426134,42638.83201729389,9571.122692218523,48340.92624635285,750588.3208205333,3582127.067701325,177591.4044311954,327198.67609407,378144.892756435,5434.780612576699,17900.938399838,25063.11301516539,139792.079106895,21105.70198149755,53196.347243144,226255.2319394401,200031.7127641753,NA,70094.3523003509,8259.872317793059,48943.33434351542,8418.222828640464,NA,23266.27458281844,NA,8559.697134446775,47131.29862082239,83165.82228137927,383613.2282717513,NA,28485.62190376665,32899.62975164949,173347.7661278172,8429.560470494633,NA,4289.36763789036,5534.69228681891,27951.79200115611,NA,10798.65696904813,17759.24900275462,33116.86132774478,5605.879336855601,7712.24645774522,16230.34649606557,57698.12910652674,56451.43234780719
S27,NA,1310.21597776674,1691.452370050262,1143.337725816703,15249.88834491602,1277.525568292936,3337.792908448956,NA,NA,435.0166641830224,1903.033904348427,11664.27101867303,1894.89686887801,4019.945870006772,6388.856853459421,8209.613810876619,76370.01976603665,7304.914579749304,NA,3496.394573943635,4598.025833189111,18490.5283809667,NA,NA,18043.43810409688,2528.289270982355,6426.437258474925,1955.178320321127,15303.7330365305,189293.5681387392,1185369.49599116,112074.204077829,174731.2416824001,169290.6530822459,1567.571549154884,5675.46993532629,5601.637377566665,47245.32189775712,6826.754490196299,18198.95947339476,88432.7729436356,61495.92954024234,NA,25976.65307069468,1695.292247857192,5404.524585333569,1328.103752563798,NA,3482.079887949059,NA,1757.785569063551,9333.811237864827,17457.27604005387,133880.1527435041,NA,8765.303409971675,12237.37194273457,89857.63624185372,2978.775828807835,NA,1119.5006704093,1902.64629158871,9469.994459144584,488.6274682659453,2483.493050969143,3373.215076233592,5415.697978684733,1456.727043208009,2156.561429678055,3860.888845912811,19528.15682237229,17860.18012713116
S271,NA,5539.002989307161,4841.484805001716,5123.850717988124,66236.54747544111,5771.42956631957,16577.12562968237,NA,NA,1318.197038627168,6824.144606096393,44638.89893202353,5327.689355258468,9268.157406522878,21805.39333934389,32512.28183634758,197873.3767498032,35318.24887471535,NA,11910.28279101522,18626.91331787769,47340.62812672176,NA,NA,37076.41906110659,6161.789714362774,16133.02630975293,8449.506816798745,44082.76382674025,580484.2611521819,4065230.407287835,206587.4942812384,363801.0670453298,430893.7361645779,4901.068563497269,13362.62064312004,15254.86992153125,116926.9116776468,28518.70948762541,37029.66090491805,144476.6922177622,186024.8883401393,10043.24416097505,55958.9756272111,4967.039718465377,17166.12758709135,1380.550605797628,18391.55417164716,17123.42743032715,NA,6201.39375371582,47221.70358435959,106867.4754691619,642295.6655356723,NA,24900.38772736425,50938.72280949574,342022.634624288,12612.09090862527,NA,4588.309882254101,5582.187733694015,21616.62214538629,2908.255362525302,15747.07806296204,23817.18842469264,34841.15582293085,7698.775865924209,11206.50648538531,20507.88441712748,42740.81356239437,65105.69478200418
S276,NA,4899.02377907652,3654.830524276772,7558.76244051279,115654.4611451829,28702.70993006412,21671.83927754182,4521.897959094053,NA,1020.502212927312,5183.469496999192,35918.46162940592,3404.956556881476,10959.33206555295,15507.8289070679,46788.99670319905,135947.8002567902,40047.25322160304,NA,26869.63305533801,51399.65616318828,43507.51638418609,46397.64493471539,NA,20333.89558225024,2955.392191313533,23953.82194808241,7646.317476846722,23852.8850009389,452402.9872400833,2809691.535769281,62245.26484538513,293832.3036186554,599733.3818072709,3423.456803213449,11682.80121806683,14126.33575792741,97600.83295466565,62408.83394534415,27829.01933736853,155527.1457682081,315909.7855020712,NA,27386.88534675552,2423.219590698136,22364.31901396468,6829.916351003015,18915.19388093851,24130.79236043265,NA,9248.390806866511,41048.08281245531,71707.47011661835,416135.4201719681,NA,41612.9717685967,119680.6990031069,762890.3401635041,45258.63692352802,NA,8980.061137597126,20392.52233962526,11951.66988133814,9927.821874643456,18288.29772398745,18715.26569338302,29528.96905309357,30713.72145061988,46691.62589459392,75970.57630772634,24142.30904834341,36148.14104624694
S278,NA,3625.700468925783,3682.167554686251,5494.975087662188,76822.27487707112,7557.401017457517,20264.70585230829,NA,NA,1009.035072189568,5156.567050376459,33424.96061778628,3921.161548643259,6792.136357736025,26516.19413269037,29322.85945748712,192008.2474344471,29704.89877361027,NA,15042.89345663853,16065.02820225531,48034.16046910733,28627.121467908,NA,25581.99113497577,4816.693861723335,16057.17031132222,30821.90137439015,47540.43981964327,474550.4395870468,3722520.637617221,160606.9678732133,257317.0395581861,308309.1106547678,NA,7274.556538350343,20479.73638602436,127324.9131887121,23119.50643313569,33032.21750777613,135270.302168326,139503.8583621781,4958.59910588042,49231.72919025562,4559.578250524877,16646.88844769547,3169.599259294958,31251.14558010889,27464.89701820911,NA,13477.40967914241,79761.1323549012,102167.8218295105,566911.5920929357,NA,23078.57613441054,30461.16691163147,172109.8385568129,5925.678605814246,NA,5236.114956361737,5019.5044467144,18774.34813698677,3336.801058185621,19269.4606032835,19049.54527931462,26411.56379461794,6361.135177181472,5898.16178756262,10300.74543227399,40306.07491532502,60099.33563203383
S279,NA,3822.251616394817,4284.784611350347,7735.276724775566,210750.3652831833,18779.56302043056,37180.75285360635,NA,NA,1172.579306735812,5229.229656440076,29889.93264266432,4532.146267499357,16055.31085009944,22805.10281090692,32048.54529512217,246383.6385440618,35243.07407774108,NA,26911.36444537077,36739.18376130905,76254.42683133218,51412.72033089086,NA,47996.86770526641,5686.322876953007,25469.56081400358,26982.66603195252,32016.58220505913,414348.4607813639,2999957.709977356,92591.78761997922,331673.228102668,467805.4720112592,NA,12212.90453101766,24557.79647701447,144973.6334482611,22867.04844172123,52304.20239240685,234579.2166248664,200086.1663742467,5864.072469618987,74041.32848256103,5327.822794003621,26066.44668787326,10548.51284868895,NA,19024.28933512412,NA,8357.23715267252,41742.83886724617,69519.43483542233,393248.7546934215,NA,30555.57234335131,88193.45236657739,747887.8864813312,58267.77835528204,NA,8911.085299172819,42201.03035825918,31524.70854732551,NA,26825.37999691421,18303.90079905484,27901.70196835568,23654.32184486873,36362.07541171414,67571.86190850935,63706.85747654822,54313.36101972503
S28,NA,1612.764803823367,1771.511958271066,1788.873626474051,33161.29202597227,3229.149099651819,6185.410765931902,NA,NA,322.9158105076061,2048.888972628431,14172.53439775748,1832.232588588155,2595.887713434284,7381.89574448302,12589.38534649639,102927.3199585251,7329.160623377056,NA,6486.708471705004,7159.541520586907,20741.54640368405,NA,NA,9691.028161780549,1346.681341216462,6529.545242800225,2495.107979617263,14822.69477273064,229970.4640495529,1435274.885406124,105560.5938582541,117972.0517423899,165098.0693701852,1356.687942554723,3047.650866382784,6384.315428185521,41032.43918948453,6343.211322877495,13884.23958007656,40215.95746754217,54693.02551293781,2425.205572882356,14870.99930131787,1410.010300053634,5948.210997580461,1034.289028624577,NA,3327.318570533753,NA,1259.98582426534,11943.96420132386,24609.05065116924,175158.3470911854,NA,6966.142732166283,9010.364925152617,51297.78487940323,1385.77785821619,NA,909.1142034343982,1103.476711761513,5328.594127930749,NA,3092.653894210805,4537.329161000504,7482.808746102004,1199.413836663569,1492.955344078821,2747.676058800771,11251.10684652549,17092.19177412773
S280,NA,7188.641896064288,5303.414041070549,10156.20851828994,121076.300075988,10831.29886237558,27391.09503600275,NA,NA,1541.377596469631,8855.821129679207,53521.21444569162,5368.71305665183,NA,38364.05629353721,47045.06830274852,208981.3018775294,26835.66953279483,NA,18199.140306121,16140.73220538656,52662.20536117003,30296.97154921428,NA,36145.09337690735,6294.611990026125,22105.68887443747,8769.773376546735,53322.27991967794,581392.178927681,3613120.536401997,139296.9213764736,265913.4027198411,370571.9083984284,5430.514522730463,12050.63821319499,18888.54441354149,103386.647095073,20998.97104137171,40985.70081364791,134772.6194379465,102651.7438048218,NA,52186.32801094561,7003.654498086342,24474.30053765285,3923.386388888599,19764.13537325303,16274.85594665311,NA,9208.453676177563,49004.1840728594,95430.7477270478,449318.0551291584,NA,26988.4023680158,49312.31782882902,318072.8243893742,18132.63956167125,NA,4515.741489671139,10070.67459994971,20172.91636882608,3361.563388922625,17621.0127930735,19568.26619898509,27727.77413886109,9254.800630286143,12455.18616283456,20454.77316825009,39491.11509300987,55615.08262504167
S286,NA,NA,7769.461762040906,8757.332628035752,227644.8930715089,15722.90928776771,46717.95156996752,NA,NA,1464.45210590311,9295.915288875629,47123.92049225633,6673.457061569163,10942.29294280955,32860.6641964753,46953.88521427706,492878.9616073297,58531.58891245547,NA,32624.01823126517,34036.03886464562,107566.2242059414,40881.22878268443,NA,44971.39810628961,8974.634235264493,34350.90970615057,11894.43521298951,54860.57366856706,653517.0625850919,3712162.232035937,290052.5861216782,451341.2035724829,527688.8202365772,7275.354867937887,15213.30128480504,26140.88781494681,142807.4487089901,22711.13428732564,59287.91346634591,207657.4106364881,232652.4075541363,10014.2397217619,62242.03800886867,8411.507942934279,39211.52054619004,8451.702783449251,23498.84561000106,21928.1027705152,NA,6524.814251659858,42282.17589030731,68883.08220937198,287091.9091682321,NA,38056.06892061851,61642.31353790211,335936.4429622286,21800.95628931223,NA,5248.575755173972,9546.08419847418,26554.94364867995,2761.843154419834,9421.53061597139,11349.11602965514,14751.74608818758,10393.11244722759,12781.34165889867,20133.64333974069,51263.76945935167,67795.7132542942
S287,NA,5217.669923179765,4546.759297487678,5607.566167546545,110437.6347752194,9016.851610960535,23875.72533593298,NA,NA,1269.57758417632,6996.521818184773,39549.00074040548,4396.335881569924,6923.644085104578,20721.21404605862,33903.98857236749,240165.5935397485,34671.7546016297,NA,15497.61361591673,23449.46873765811,57888.61386687127,29503.22616730428,NA,28878.78025673932,5334.41683197353,21453.54422024062,10217.65568478543,37514.12748089201,494265.183128404,3362351.851831582,144017.8443655895,257341.5538362819,337967.3729749428,4346.996849160252,9366.551035209011,16788.49658561872,111576.4246591461,23115.44809123047,33822.76369423915,142894.56904533,186951.6827641028,NA,51228.9691964619,5204.71460840107,25503.69910430186,NA,22123.82326235386,18973.29637558055,NA,4907.448440770682,55248.36147422196,103296.4627739109,445120.3847687238,NA,25110.26113912257,61695.46421721326,388422.7303182163,22087.67091991948,NA,4427.894158612311,12546.35242257392,20768.87337642314,12846.73010542043,25181.91565612265,24218.8298711434,33770.63016858462,13991.44581067684,19157.49426701492,31529.47190440738,41583.1595044326,55275.86967593744
S288,NA,3494.708180397213,3636.447501137965,8549.203058134903,122485.3033716705,7364.661411300331,28364.23387109693,NA,NA,908.1588396957357,6438.137393623369,30065.41368525998,4357.149169780667,7728.159746900599,40799.37576146026,31215.836960882,295131.9920805423,33411.16419558356,NA,19813.99435147707,14540.60638221592,66636.21980747231,32074.45010960868,NA,40938.33977761329,11336.62631145032,28701.96561578417,11858.0133347184,60401.4408610306,536922.8802649856,3930197.568363695,205971.9750010365,345527.9971491792,420188.1826408567,4984.211568467025,13220.42450005505,23534.7572051747,127461.5260503165,24563.80349979515,48110.23797648468,195396.7659150218,131543.5832693991,NA,68025.16247695958,7750.958131084623,31344.64909649313,5792.10505055582,NA,26465.0250771728,NA,6633.153243083509,44742.116850303,91117.12795767005,713674.2815169551,NA,26213.71364166328,30153.68444028256,202925.4302094362,9108.335787644102,NA,3473.857972350341,4253.585711898909,24856.48923051612,NA,13696.4878250312,25701.78514991908,51484.09820223851,5297.829950671274,6866.145970864547,15670.84514598447,59607.42329953614,61845.94499090366
S290,NA,NA,4330.238213755463,6238.663621803853,245392.0265051286,19584.16481739606,52466.48963445688,NA,NA,NA,3511.684549044178,6775.9850811706,2970.349389283402,7384.506162950419,14090.55961196555,9331.267784832366,226543.4377343601,20041.38174417802,NA,19427.38749042353,16512.44968312136,69243.224976636,25650.97348002635,NA,21064.36391221434,6120.236724275991,12643.91883687268,NA,18427.67259304267,105449.783078353,544490.4795724604,99264.03655323468,148855.1086704461,143489.0580087567,NA,4063.122555741867,11612.15317857466,44620.58505760266,6962.587179422258,35919.09695106637,129731.9644879649,84302.94110002188,NA,30621.44448799304,5461.685712362491,16623.10747396538,NA,10190.71270352662,4530.869779194156,NA,NA,12053.91569403098,9250.717981171978,45927.19763931803,NA,13574.89192450383,20823.67542744058,68350.81690670204,8118.265718647841,NA,NA,NA,19281.54962555868,NA,NA,NA,NA,NA,NA,NA,30591.59382938613,16574.66106159748
S292,NA,NA,1413.689746711731,NA,19316.35455724972,1298.723243790975,3861.213633228515,NA,NA,NA,2351.548989702238,8323.803505329488,1227.602141451274,NA,5302.888181555909,9174.329022240803,71516.13526676854,11413.99761845657,NA,5608.987389168658,7313.823689639396,10235.82114695394,5939.56671391984,NA,8905.562705668868,2192.635348294151,8459.835580464405,NA,12172.16697322133,170986.7092188581,915335.3005559244,58171.10575786821,78957.97755448402,122141.1065950874,NA,2954.530295617249,9147.095842505672,44163.36791569204,5246.705724989499,7238.619127263067,25446.36155532748,30984.58672971475,NA,13671.04894188862,2193.709037030362,20185.42950027348,NA,NA,4322.487192146355,NA,NA,13741.58168008656,22673.28385497703,108837.8133922107,NA,6842.828324268092,12370.60070846641,68762.46904035099,4746.325232723414,NA,NA,NA,6801.475688334317,NA,5123.594367435327,4473.287710736326,6158.649428279571,NA,3387.647558386145,NA,11030.84761837545,14375.0037965385
S3,NA,2033.248349197013,2182.549926691522,2075.203746355695,44833.75084579931,2935.277075618685,6431.158101951111,NA,NA,550.55898991576,2393.946937094566,17049.54560469188,2202.600697130271,4876.531020507909,6773.687529923541,13254.17852921226,108297.6945119144,10098.28070664235,NA,5361.379091409871,6713.901809332408,19014.70657918409,9304.1633214958365,NA,14545.59613101661,1951.847722698768,6968.079426897294,2304.855243281092,12129.52648123511,205259.1409121054,1359883.033030718,79590.52129643758,138279.2066899596,143879.1668852432,963.820180542818,2721.746453768619,4891.88053902111,38452.48049221744,7412.137502695557,18537.36680222564,88707.44982131453,66146.33228528444,NA,20740.04408236716,1419.608120319958,6892.562374599357,1605.893754498159,NA,2946.749707913247,NA,1703.608396725041,11728.29742146343,32318.2809846446,264925.7968034947,NA,7389.021698681454,8242.279031922677,46152.18652030762,1219.497712459648,NA,956.5215165231082,1358.178485564669,11238.1785557944,887.7879143515802,5117.156382833278,7802.961765612745,10146.40594301403,1302.377308862972,1684.28571591217,2298.436656974979,25855.32055735702,22470.51029385096
S31,NA,1603.471875116641,2121.077201068127,3333.213337473846,113904.7478507644,22165.80268693711,32973.85269407238,1188.988277864198,NA,553.2419536527267,2033.966902132768,14150.9875709216,1804.403503791043,4077.809414097649,7416.078459986868,15532.26408597122,130080.6848155227,17361.56093684622,NA,21362.77413316401,30048.27922739799,59426.85126704963,27951.87967625435,NA,21117.9968836861,1965.731037250299,13440.89926924112,2609.210630271661,12117.11927490606,200778.3314571506,1131922.28670903,54471.43722919504,174611.0022785755,230571.3777578482,NA,3149.562461655551,8990.40784645584,68452.13978927424,13760.74057159659,32041.26021290704,136751.8274108311,169964.6598197472,NA,20619.92944034714,2323.687460737629,12237.2058257317,1520.159478827234,NA,3809.038044461201,NA,1788.059546113724,10155.19419398367,15049.20043102049,81725.75158671386,NA,12519.02090663847,22218.56101850408,156655.274056962,8805.575663174128,NA,2084.544664414898,3769.713217271558,8326.692984213789,1969.043262768317,2596.979162128055,1713.265210452391,2075.92961627893,2631.563602727761,3149.083547894375,5010.441198781426,16045.52112165619,20388.75137688162
S314,NA,NA,2054.50378795302,3607.379620618361,53851.04172815077,5601.803276170329,10659.28169030613,NA,NA,NA,2694.710078173928,8275.619104235639,1838.298922171317,3632.297119652326,7480.308467400008,9512.250445519476,95462.95426997344,12494.2116662347,NA,8963.587490646485,9305.589010414114,20985.65904039884,9189.77294183854,NA,11155.39346323923,2566.605857719167,6191.588959281759,NA,13303.43678615652,152207.9484125659,1060846.260858054,47033.47012940171,79652.86800721304,77658.75916669446,NA,3529.795426885944,8703.186258252874,50387.17863267181,4908.009456650164,14930.61169995016,55768.77039144228,49745.02059498288,NA,19586.87284176173,2520.99384213392,30030.9640734337,NA,NA,3733.253911428716,NA,NA,14284.8785134949,25466.67325381497,164092.2742870725,NA,7166.536186695089,7420.790615084367,24769.91285536146,NA,NA,NA,NA,9679.794260273262,NA,5184.093725810453,5794.442164593146,9261.93429555554,NA,NA,NA,15292.89908759819,17726.95917866101
S315,NA,NA,NA,6269.645125740144,57817.4991925534,11628.71521179165,16609.20437032959,NA,NA,NA,4479.93775654434,8399.063121970272,NA,8201.922610858788,14094.00141876464,9400.561751635902,134795.7095430441,22886.7937029168,NA,14857.91857649081,14183.69371112578,41842.02098311507,17581.40906983125,NA,16436.72866339284,3981.849781716256,16468.90256967143,NA,21043.86128146511,142083.1882005173,778415.6364832972,91267.22776205478,154278.275814234,140461.6314171766,NA,5238.165905642922,12529.64787943848,60949.57290840189,10971.04237539251,25755.87192956785,77038.57891822408,80616.86141620809,NA,26344.5547750502,NA,17745.75720364635,NA,NA,5199.386775436613,NA,NA,22107.89747881686,21851.36646508359,82948.02742469267,NA,13804.9849930013,24869.98684573575,72552.45750902353,6177.725905701296,NA,NA,NA,16024.86148834483,NA,10216.24235329549,5355.730675439662,5508.369805945292,10499.92374694569,6661.081102568455,14001.75549422581,28285.89893738048,26034.72930094706
S318,NA,NA,1548.048826442328,2123.252760626977,38232.59417997544,4633.470787798987,10940.68082077416,NA,NA,NA,1905.261900129336,7597.319544941908,NA,2377.848070542631,7957.86556916182,7125.898692093405,76699.85231123594,10850.5845655266,NA,8086.690161858233,10835.81109707603,21405.51409520994,10268.97170705229,NA,7905.582515070979,1791.841604873794,5638.502848648523,NA,16213.07445002806,107772.9232696784,1068320.974169681,48775.97639331214,70701.6552699303,100349.3445217531,NA,NA,7500.162261992599,53252.11938376831,6189.87154082056,11913.39570771401,36784.68480559945,53805.27838321297,NA,16368.51212641966,2239.837672325845,18806.08647337571,NA,NA,9942.216236546546,NA,NA,13588.80657332267,22892.15490050744,169131.693047294,NA,6123.200654800463,7978.249247641157,48403.72145353145,2467.544572467713,NA,NA,NA,6646.680779341204,NA,4195.859617154983,8143.716893855632,18000.38217658308,NA,2813.376800234744,6381.418627737786,13267.50228961525,15595.27391708254
S320,NA,NA,NA,NA,24901.48590342663,NA,6654.447708734393,NA,NA,NA,NA,7710.336286268978,NA,NA,6199.498385645495,6963.566564839614,56247.6539879184,19874.7917966131,NA,7652.814756543529,10373.8122578135,13318.58766196238,NA,NA,7530.711976282969,2460.806153184743,14535.97487509068,NA,13288.95161087373,135466.5288419539,685531.2862601739,43094.1542395979,73930.1002424731,86030.12967528398,NA,NA,6840.356973885871,38399.65903219933,4745.660541383108,10054.53067031276,39679.36871706386,42265.86928391234,NA,13002.49154147492,NA,NA,NA,NA,NA,NA,NA,19881.14904340217,21907.28729229261,103236.9262038024,NA,6148.257107853987,14050.69027022908,32414.85920809513,NA,NA,NA,NA,7104.950669448139,NA,11216.98050118138,5011.881495859638,6200.323551186258,NA,NA,NA,13259.00999750549,11654.28845755773
S321,NA,NA,NA,NA,19026.33201948889,NA,4948.535318768117,NA,NA,NA,NA,8537.720031920224,NA,NA,3888.308964626415,8873.081520314405,55201.59800163769,14468.60845914982,NA,7464.949707203579,NA,12836.04344358732,7763.323485514425,NA,9406.522007807418,NA,8689.426238009932,NA,10171.54476688355,136189.268414469,849078.146071676,48251.44722052917,74220.73308803396,78883.35964154835,NA,NA,7806.68033421574,46500.61268092617,3884.295029254978,9596.23067283252,30385.72956129732,27892.84268770705,NA,14974.13640237963,NA,36302.40230991349,NA,NA,NA,NA,NA,13676.50288712585,19255.53092262016,100147.830034529,NA,5661.144070452554,8576.753492690947,35800.85024123146,NA,NA,NA,NA,7331.228856919149,NA,4698.392483727045,4478.283137058374,6298.757476571384,NA,NA,NA,12589.7463951442,15887.80948715705
S323,NA,NA,NA,NA,31111.55241044866,3243.558655485901,6798.271434778764,NA,NA,NA,NA,7481.088831522291,NA,NA,4879.041727150777,5280.249472880059,43389.67097947922,31881.18135654574,NA,5724.545964885669,4288.904216413184,10117.2272263496,6041.740412622644,NA,8321.052471320629,NA,NA,NA,9347.555919414875,87079.07626855349,841127.2394697678,32248.98869574711,60287.07812259444,86006.49663423281,NA,NA,NA,43243.92357420826,4197.489024853704,7838.495841097313,25109.67571768902,18150.80165297988,NA,19490.40149986852,NA,15559.28923581022,NA,NA,NA,NA,NA,16120.16529747722,23763.67743157555,167209.7613351084,NA,5479.532840738148,17503.7097552632,119899.7451591371,8006.087141993075,NA,NA,NA,8485.167528274225,NA,12954.47731840485,8340.055039440364,11528.62729618571,NA,6159.976770933955,17130.14418857017,18277.11055022772,18017.12368117393
S327,NA,NA,1297.083777506935,1508.266878886634,30761.26956573233,2744.539866628896,6696.482615034979,NA,NA,NA,1776.546740094611,6502.911390239295,1264.566059606725,2548.776721574218,5409.878308340746,8788.676116885754,76527.63036659302,10986.03626805136,NA,6101.519555330641,7844.658546699525,16179.46402347143,11297.5595560143,NA,10576.66755756465,2687.48721861225,6303.42671467089,NA,13336.97394017682,149418.6992156223,872602.2028390522,69975.79282276073,118192.2518198084,109244.9839117551,NA,2587.781467264103,9224.608179026458,42680.09840717333,5585.333168349646,15002.71290128712,59735.61071045398,52673.58347519228,NA,16834.35105790677,2328.077810940395,27106.0499087371,NA,NA,4225.464487374115,NA,1789.393947813604,14494.317159663033,23028.02097080188,129980.6150221119,NA,8103.072087408053,10100.31980944235,45235.4650219442,2104.171773354243,NA,NA,NA,8546.479917176614,NA,6455.710352169388,7026.071964285395,9159.605131559532,NA,2722.807502309688,4196.539926468744,16622.44601744296,13577.72565478936
S328,NA,NA,2239.584458286786,4716.741453836809,131682.1467360402,24886.84627490546,39905.53409719955,NA,NA,NA,2194.732292498391,7937.290516249279,1454.032961048402,3766.339877022809,10594.55388854991,13852.17485060138,120660.7624096792,19123.03158092392,NA,23139.07471193298,29987.53136589541,60193.23049669345,31467.166830503,NA,16091.22477812737,3392.52572706135,11071.92732295505,18539.43361685642,14221.95559213118,139479.8030416208,672013.7454160997,50478.31398840102,159457.3963954385,152624.2684562161,NA,2817.55038972107,11644.02081805105,55892.24616524282,9167.383682469666,36048.95255313398,111922.445436943,125312.7638980799,NA,21703.32175523601,3654.919018139159,17126.10305800591,NA,13703.78114079689,4167.298500428159,NA,NA,15278.82773660252,14727.62304836534,39485.50205005039,NA,16559.06459466611,32234.87572270945,51129.56871612186,5975.859906659955,NA,3900.095596732452,4462.4282811064,14498.11630397158,NA,NA,NA,NA,3980.574548520375,4800.506023842868,NA,20083.2469414557,15840.65716670227
S335,NA,NA,NA,NA,26896.95384438916,NA,7694.654463842387,NA,NA,NA,NA,6668.09841740878,NA,NA,4025.45958736869,6340.243199481753,63479.28320109152,15006.85803296369,NA,6831.379180569112,12612.92713859359,18021.6502516076,9211.672557293648,NA,14412.49152369757,3781.340191237643,12113.46125432889,NA,10762.11043200214,124499.8825122019,721298.0417653827,42985.43006665972,79400.34310541887,76551.64878020024,NA,NA,7008.195959322881,38237.32909867813,4603.073591976093,17587.26281510659,79014.87120327896,42291.99848470664,NA,32127.34709862977,NA,22417.35473107421,NA,NA,NA,NA,NA,17288.71262482092,22935.58604744112,133276.3347760542,NA,6744.317704859964,11985.63411255918,16968.85453810813,NA,NA,NA,NA,12853.4889007485,NA,9217.341320045904,6042.4470680274,7013.932723157732,NA,NA,NA,22593.27258552908,21584.77746197888
